uLabel,h1,h2,h3,h4,h5,ax,ay,az,uL dev_yaw,uL dev_pitch,uL dev_roll,uL Timestamp,uMyo1,uM1 d1,uM1 d2,uM1 d3,uM1 d4,uM1 d5,uM1 d6,uM1 d7,uM1 ds0,uM1 ds1,uM1 ds2,uM1 ds3,uM1 ax,uM1 ay,uM1 az,uM1 dev_yaw,uM1 dev_pitch,uM1 dev_roll,uM1 Timestamp,uMyo2,uM2 d1,uM2 d2,uM2 d3,uM2 d4,uM2 d5,uM2 d6,uM2 d7,uM2 ds0,uM2 ds1,uM2 ds2,uM2 ds3,uM2 ax,uM2 ay,uM2 az,uM2 dev_yaw,uM2 dev_pitch,uM2 dev_roll,uM2 Timestamp,uMyo3,uM3 d1,uM3 d2,uM3 d3,uM3 d4,uM3 d5,uM3 d6,uM3 d7,uM3 ds0,uM3 ds1,uM3 ds2,uM3 ds3,uM3 ax,uM3 ay,uM3 az,uM3 dev_yaw,uM3 dev_pitch,uM3 dev_roll,uM3 Timestamp,uMyo4,uM4 d1,uM4 d2,uM4 d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31556,30700,28500,30136,31148,6771,15055,-4877,-2267,0,-383,1709863208.8686957,0,18580,18734,18905,19022,18972,18887,18768,18676,19472,793,143,39,-5161,-14428,5163,0,0,0,1709863208.8832326,1,17433,17519,17524,17503,17474,17468,17476,17505,8830,82,95,79,505,-15113,4881,0,0,0,1709863208.8832326,2,12461,12469,12458,12445,12427,12434,12449,12473,34080,79,24,11,-2750,15225,-230,0,0,0,1709863208.8832326,3,,,,,,,,,,,,,,,,,0,0,1709863208.8832326,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863208.8832326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31536,30644,28980,30060,31056,5063,15730,-1856,-2289,0,-399,1709863208.9720664,0,18532,18524,18493,18498,18479,18480,18473,18424,16831,108,93,97,-5238,-14501,6718,0,0,0,1709863208.9868102,1,17341,17335,17338,17328,17319,17327,17335,17359,7610,51,28,20,1755,-15981,5295,0,0,0,1709863208.9868102,2,12448,12424,12402,12413,12421,12434,12446,12454,33906,93,22,9,-1651,16320,-1398,0,0,0,1709863208.9868102,3,,,,,,,,,,,,,,,,,0,0,1709863208.9868102,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863208.9868102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31572,30592,30652,30000,31084,5548,14356,-2572,-2313,0,-416,1709863209.0688696,0,18035,18021,18052,18132,18204,18213,18151,18118,13854,386,39,35,-4110,-14145,6674,0,0,0,1709863209.0826569,1,17639,17647,17639,17604,17602,17613,17609,17644,9925,92,13,37,2478,-15351,4514,0,0,0,1709863209.0826569,2,12495,12496,12492,12494,12512,12542,12581,12662,34738,250,135,120,-1955,15373,-1737,0,0,0,1709863209.0826569,3,,,,,,,,,,,,,,,,,0,0,1709863209.0826569,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863209.0826569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31544,30608,30596,29996,31048,4669,16015,-2858,-2301,0,-401,1709863209.1654925,0,18023,18087,18077,18073,18145,18140,18059,18034,13566,187,124,63,-4797,-13848,7640,0,0,0,1709863209.1800923,1,17689,17680,17707,17766,17792,17851,17958,18083,11454,596,367,226,2545,-15723,4066,0,0,0,1709863209.1800923,2,12725,12880,12692,12496,12445,12398,12379,12418,34897,906,377,83,-422,16378,-2487,0,0,0,1709863209.1800923,3,,,,,,,,,,,,,,,,,0,0,1709863209.1800923,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863209.1800923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31672,28404,30688,30036,31088,2414,16676,-1460,-2272,0,-386,1709863209.2568464,0,17724,17563,17363,17311,17401,17380,17367,17476,8513,569,424,78,-3626,-13602,7067,0,0,0,1709863209.2710097,1,18125,18160,18283,18413,18437,18432,18338,18230,15346,644,77,12,1980,-16236,4117,0,0,0,1709863209.2710097,2,13112,13100,12797,12325,11850,11598,11561,11851,32658,3299,798,558,-706,16800,-1729,0,0,0,1709863209.2710097,3,,,,,,,,,,,,,,,,,0,0,1709863209.2710097,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863209.2710097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31712,26684,30724,30056,31056,5711,15654,-4347,-2277,0,-393,1709863209.3550172,0,17672,17692,17730,17762,17751,17723,17694,17702,10654,154,49,21,-4863,-14309,6618,0,0,0,1709863209.3700118,1,18549,18545,18538,18519,18505,18487,18464,18477,17012,154,63,32,686,-15619,4895,0,0,0,1709863209.3700118,2,12748,12742,12744,12743,12758,12786,12775,12773,36533,85,17,21,-2174,15940,-1359,0,0,0,1709863209.3700118,3,,,,,,,,,,,,,,,,,0,0,1709863209.3700118,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863209.3700118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31520,30668,30552,30076,31080,4398,13706,-1368,-2305,0,-406,1709863209.4632201,0,17990,17988,17992,18006,18044,18084,18086,18075,13193,222,44,41,-4982,-14000,8025,0,0,0,1709863209.4763322,1,18637,18627,18625,18636,18615,18600,18600,18562,17830,97,39,72,2404,-16106,4654,0,0,0,1709863209.4763322,2,12772,12747,12730,12721,12741,12775,12781,12777,36508,121,24,13,-163,16409,-3567,0,0,0,1709863209.4763322,3,,,,,,,,,,,,,,,,,0,0,1709863209.4763322,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863209.4763322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31168,30652,30632,30112,31084,5662,14476,-1692,-2280,0,-387,1709863209.5599751,0,18531,18538,18462,18293,18183,18142,18205,18358,15640,833,55,31,-5969,-13937,6085,0,0,0,1709863209.5724301,1,18066,18106,18138,18180,18163,18165,18063,17919,13728,389,174,145,1708,-15412,4336,0,0,0,1709863209.5724301,2,12529,12532,12449,12249,12106,11785,11600,12055,31768,1719,586,186,179,15807,-2897,0,0,0,1709863209.5724301,3,,,,,,,,,,,,,,,,,0,0,1709863209.5724301,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863209.5724301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28948,29824,30704,30160,31148,7387,14937,-4483,-2277,0,-391,1709863209.6613536,0,18427,18389,18347,18302,18310,18309,18289,18211,15512,209,210,139,-7804,-14989,6950,0,0,0,1709863209.679914,1,17709,17644,17739,17690,17560,17450,17435,17486,9641,602,125,157,-858,-15993,5064,0,0,0,1709863209.679914,2,12715,12699,12660,12645,12629,12632,12652,12634,35730,140,61,66,590,16309,-1719,0,0,0,1709863209.679914,3,,,,,,,,,,,,,,,,,0,0,1709863209.679914,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863209.679914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28788,29924,30652,30152,31144,5792,14168,-2146,-2290,0,-406,1709863209.7656472,0,17966,17981,18002,18035,18046,18041,18088,18145,13232,210,176,120,-4765,-13990,7273,0,0,0,1709863209.778822,1,17427,17431,17378,17359,17360,17384,17418,17449,8134,178,11,31,1869,-15445,5132,0,0,0,1709863209.778822,2,12458,12545,12624,12627,12571,12385,12134,12056,33864,1084,366,179,-1859,16134,-2871,0,0,0,1709863209.778822,3,,,,,,,,,,,,,,,,,0,0,1709863209.778822,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863209.778822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31580,30424,30620,30116,31076,4083,14536,-2561,-2293,0,-415,1709863209.8631303,0,18146,18068,18070,18090,18013,17858,17750,17756,12679,706,348,229,-3181,-14355,7777,0,0,0,1709863209.8783872,1,17547,17586,17649,17612,17505,17439,17492,17665,9423,289,267,134,3471,-16026,4032,0,0,0,1709863209.8783872,2,11407,11739,12114,12260,12284,12299,12468,12818,31852,1442,1369,978,-447,16822,-3362,0,0,0,1709863209.8783872,3,,,,,,,,,,,,,,,,,0,0,1709863209.8783872,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863209.8783872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31744,26952,30668,30172,31128,2885,15917,-2234,-2277,0,-406,1709863209.966878,0,17426,17601,17736,17696,17758,17659,17566,17511,9881,566,129,179,-6137,-14292,8160,0,0,0,1709863209.9798338,1,17839,17737,17747,17790,17762,17715,17685,17661,10864,168,169,159,1278,-16458,4066,0,0,0,1709863209.9798338,2,13013,13216,13140,12712,13080,12864,12566,12405,37460,1040,1037,146,840,17475,-2500,0,0,0,1709863209.9798338,3,,,,,,,,,,,,,,,,,0,0,1709863209.9798338,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863209.9798338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31652,26424,30652,30096,31020,6853,15077,-5431,-2287,0,-412,1709863210.0687046,0,17752,17764,17773,17779,17806,17818,17838,17859,11317,163,77,78,-4537,-14346,7155,0,0,0,1709863210.0824347,1,18265,18272,18289,18303,18288,18235,18191,18171,14942,235,80,49,3107,-16191,4038,0,0,0,1709863210.0824347,2,12734,12729,12726,12746,12732,12726,12722,12708,36287,40,18,36,-1059,16817,-2331,0,0,0,1709863210.0824347,3,,,,,,,,,,,,,,,,,0,0,1709863210.0824347,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863210.0824347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31508,30640,30548,30068,31020,6986,13564,-70,-2317,0,-429,1709863210.1669939,0,18050,18025,18037,18033,18065,18154,18253,18324,13869,522,249,152,-7627,-14766,5863,0,0,0,1709863210.179847,1,18758,18798,18774,18796,18794,18725,18602,18555,18730,423,246,96,1142,-16069,4601,0,0,0,1709863210.179847,2,12551,12623,12709,12797,12819,12775,12706,12597,36040,518,45,36,-897,16121,-1493,0,0,0,1709863210.179847,3,,,,,,,,,,,,,,,,,0,0,1709863210.179847,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863210.179847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31504,30696,30212,30056,31052,4880,13995,-4031,-2298,0,-412,1709863210.2678459,0,18397,18300,18217,18191,18240,18249,18287,18333,15142,322,135,21,-3604,-14044,7140,0,0,0,1709863210.281418,1,18642,18662,18647,18643,18640,18603,18547,18498,17810,251,152,76,3287,-16114,3086,0,0,0,1709863210.281418,2,12443,12542,12660,12696,12645,12569,12450,12438,34907,549,31,46,-2628,15914,-1284,0,0,0,1709863210.281418,3,,,,,,,,,,,,,,,,,0,0,1709863210.281418,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863210.281418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31572,30700,28112,30172,31040,3907,14480,-2848,-2298,0,-408,1709863210.3929203,0,18161,18154,18156,18145,18140,18138,18129,18123,14074,56,28,25,-5392,-14208,7828,0,0,0,1709863210.4070454,1,18255,18258,18229,18178,18149,18149,18137,18153,14436,249,84,46,1946,-16216,4806,0,0,0,1709863210.4070454,2,12407,12401,12379,12382,12399,12416,12423,12433,33704,96,4,17,-2096,17360,-1370,0,0,0,1709863210.4070454,3,,,,,,,,,,,,,,,,,0,0,1709863210.4070454,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863210.4070454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31584,30600,30608,30144,31024,5325,14692,-2329,-2309,0,-408,1709863210.5030441,0,17940,17960,17938,17907,17899,17903,17935,17954,12364,114,34,32,-4980,-13867,6784,0,0,0,1709863210.516814,1,17740,17744,17717,17697,17705,17701,17637,17612,10481,170,163,65,1836,-15486,4370,0,0,0,1709863210.516814,2,12243,12249,12229,12237,12258,12254,12225,12222,32380,31,64,3,-1356,15642,-1112,0,0,0,1709863210.516814,3,,,,,,,,,,,,,,,,,0,0,1709863210.516814,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863210.516814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31556,30624,30700,28708,31068,5520,15776,-3392,-2296,0,-404,1709863210.6081727,0,17899,17737,17658,17669,17718,17788,17813,17830,11040,399,148,103,-4594,-14013,6429,0,0,0,1709863210.6216896,1,17437,17469,17538,17567,17496,17479,17451,17405,8770,265,60,65,1572,-15274,3820,0,0,0,1709863210.6216896,2,12292,12220,12188,12205,12227,12278,12320,12330,32524,284,38,17,-2318,14901,-605,0,0,0,1709863210.6216896,3,,,,,,,,,,,,,,,,,0,0,1709863210.6216896,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863210.6216896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31584,30580,30768,25832,31104,4770,17086,-4082,-2293,0,-403,1709863210.7112472,0,17851,17858,17868,17850,17860,17866,17898,17912,11891,84,66,51,-6490,-15129,6555,0,0,0,1709863210.7249331,1,17742,17742,17728,17735,17736,17741,17752,17758,10862,45,10,13,1483,-16118,5581,0,0,0,1709863210.7249331,2,12498,12508,12514,12520,12515,12512,12494,12503,34527,43,5,11,-3708,16693,-580,0,0,0,1709863210.7249331,3,,,,,,,,,,,,,,,,,0,0,1709863210.7249331,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863210.7249331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31504,30568,30616,29928,31056,5440,14416,-2257,-2308,0,-408,1709863210.8150728,0,18280,18288,18296,18313,18330,18331,18326,18301,15393,102,13,13,-5372,-14068,6751,0,0,0,1709863210.8297913,1,18335,18346,18345,18354,18351,18353,18352,18356,15720,23,15,12,1873,-15783,4614,0,0,0,1709863210.8297913,2,12703,12708,12707,12735,12741,12748,12754,12745,36305,101,29,20,-2317,15948,-1606,0,0,0,1709863210.8297913,3,,,,,,,,,,,,,,,,,0,0,1709863210.8297913,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863210.8297913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31532,30532,30532,30052,31080,6800,15763,-1920,-2333,0,-430,1709863210.914458,0,18090,18094,18122,18101,18071,18089,18271,18489,14255,514,468,286,-4927,-13711,6364,0,0,0,1709863210.9299352,1,18560,18601,18664,18707,18656,18574,18523,18476,17689,402,30,63,1961,-15387,3711,0,0,0,1709863210.9299352,2,12592,12577,12595,12617,12594,12593,12604,12632,35268,31,80,12,-1650,15782,-1813,0,0,0,1709863210.9299352,3,,,,,,,,,,,,,,,,,0,0,1709863210.9299352,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863210.9299352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31580,30704,30632,29532,29816,3218,16312,-4224,-2368,0,-465,1709863211.0204568,0,18108,18107,18112,18098,18096,18089,18056,18045,13639,106,64,37,-7118,-14396,5838,0,0,0,1709863211.033467,1,18286,18300,18285,18302,18290,18286,18296,18285,15258,12,5,32,36,-15733,4546,0,0,0,1709863211.033467,2,12514,12520,12503,12520,12516,12525,12508,12509,34579,13,24,13,-1073,16247,-852,0,0,0,1709863211.033467,3,,,,,,,,,,,,,,,,,0,0,1709863211.033467,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863211.033467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31564,30632,30544,29892,30876,5254,16379,-3238,-2355,0,-449,1709863211.126838,0,17750,17793,17820,17801,17762,17747,17732,17671,11004,224,78,59,-5030,-14280,7325,0,0,0,1709863211.1399813,1,17989,18018,18017,18012,18018,18013,18020,18011,13026,26,31,32,2591,-15998,4372,0,0,0,1709863211.1399813,2,12400,12408,12430,12429,12427,12432,12422,12421,33833,49,26,19,-1433,16631,-2143,0,0,0,1709863211.1399813,3,,,,,,,,,,,,,,,,,0,0,1709863211.1399813,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863211.1399813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31476,30584,30544,30160,31012,3683,15250,-186,-2349,0,-444,1709863211.2229624,0,17426,17346,17284,17299,17378,17476,17548,17558,8243,556,44,44,-5494,-14201,6867,0,0,0,1709863211.2368956,1,17679,17672,17668,17653,17653,17634,17588,17585,10060,155,101,47,1710,-15830,4362,0,0,0,1709863211.2368956,2,12379,12384,12382,12385,12420,12429,12417,12413,33673,101,15,33,-1419,16508,-1492,0,0,0,1709863211.2368956,3,,,,,,,,,,,,,,,,,0,0,1709863211.2368956,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863211.2368956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31600,30556,30740,28032,30980,1976,16803,-2087,-2349,0,-457,1709863211.3270094,0,17577,17536,17514,17582,17615,17549,17503,17493,9297,127,175,54,-4199,-13830,6447,0,0,0,1709863211.3406458,1,17398,17388,17397,17426,17435,17417,17402,17411,8202,69,46,7,2744,-15702,4261,0,0,0,1709863211.3406458,2,12356,12378,12367,12367,12380,12381,12350,12391,33434,9,19,53,-2812,16719,-789,0,0,0,1709863211.3406458,3,,,,,,,,,,,,,,,,,0,0,1709863211.3406458,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863211.3406458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31556,30600,30728,26328,30992,4799,16920,-3996,-2352,0,-457,1709863211,0,18189,18215,18241,18246,18243,18233,18241,18268,14804,58,82,63,-5391,-14548,6512,0,0,0,1709863211.4406672,1,17547,17559,17572,17572,17568,17580,17561,17557,9444,46,20,15,1568,-16041,4616,0,0,0,1709863211.4406672,2,12605,12607,12606,12622,12625,12613,12603,12590,35334,51,22,16,-2445,16576,-672,0,0,0,1709863211.4406672,3,,,,,,,,,,,,,,,,,0,0,1709863211.4406672,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863211.4406672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31568,30568,30544,30084,31012,3780,13225,-768,-2339,0,-430,1709863211.5271513,0,18603,18620,18662,18644,18629,18630,18704,18743,18163,124,191,95,-5256,-14229,6748,0,0,0,1709863211.5409827,1,17865,17874,17875,17867,17840,17822,17815,17840,11726,123,18,8,1540,-15828,5101,0,0,0,1709863211.5409827,2,12683,12685,12674,12688,12683,12679,12678,12674,35908,11,14,19,-2109,16231,-1662,0,0,0,1709863211.5409827,3,,,,,,,,,,,,,,,,,0,0,1709863211.5409827,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863211.5409827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31552,30560,30540,30188,31080,5971,11329,-1404,-2343,0,-434,1709863211.6257257,0,18578,18590,18592,18518,18410,18344,18408,18490,16858,496,74,16,-5421,-14838,6499,0,0,0,1709863211.6404853,1,18097,18033,17962,18006,18047,18051,18073,18092,13289,208,109,37,2037,-15608,4267,0,0,0,1709863211.6404853,2,12648,12679,12705,12715,12731,12727,12692,12648,36009,166,46,1,-934,15905,-349,0,0,0,1709863211.6404853,3,,,,,,,,,,,,,,,,,0,0,1709863211.6404853,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863211.6404853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31556,30624,29056,30212,31056,5402,15677,-4353,-2327,0,-432,1709863211.7339444,0,18038,18029,18021,18018,18028,18044,18059,18045,13210,70,17,8,-6770,-14194,6324,0,0,0,1709863212,1,18088,18146,18207,18224,18247,18237,18208,18186,14471,253,84,76,1644,-15623,4509,0,0,0,1709863212,2,12563,12574,12569,12591,12588,12575,12569,12569,35062,43,17,17,-906,15555,-1143,0,0,0,1709863212,3,,,,,,,,,,,,,,,,,0,0,1709863212,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31556,30652,29496,30228,31052,7044,13880,-4095,-2353,0,-456,1709863211.8388805,0,17503,17493,17490,17463,17428,17456,17504,17499,8764,127,64,27,-4587,-14462,8006,0,0,0,1709863211.8533785,1,18264,18314,18337,18309,18284,18264,18243,18256,15199,168,34,27,2224,-16158,4662,0,0,0,1709863211.8533785,2,12588,12596,12580,12568,12559,12552,12544,12523,34974,102,61,40,-796,16717,-2031,0,0,0,1709863211.8533785,3,,,,,,,,,,,,,,,,,0,0,1709863211.8533785,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863211.8533785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31500,30656,30580,30092,31076,4549,12848,-797,-2329,0,-433,1709863211.9406524,0,17563,17621,17584,17481,17392,17342,17287,17257,8455,685,240,144,-5565,-14134,6941,0,0,0,1709863211.9546828,1,18206,18166,18128,18147,18191,18237,18251,18226,14480,229,34,19,1114,-15629,4086,0,0,0,1709863211.9546828,2,12588,12658,12547,12364,12183,12065,12087,12109,33065,1239,285,216,311,16352,-2598,0,0,0,1709863211.9546828,3,,,,,,,,,,,,,,,,,0,0,1709863211.9546828,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863211.9546828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31588,29336,30596,30088,31000,6206,14743,-4824,-2303,0,-417,1709863212.0454798,0,17816,17770,17896,18144,18299,18302,18126,17903,13184,1118,96,68,-3940,-14952,6214,0,0,0,1709863212.0601947,1,17960,17824,17738,17691,17626,17634,17660,17656,10717,502,218,238,2065,-15667,4118,0,0,0,1709863212.0601947,2,12878,13082,13242,13264,12945,12472,12134,12578,37058,2028,531,192,-2916,16121,-25,0,0,0,1709863212.0601947,3,,,,,,,,,,,,,,,,,0,0,1709863212.0601947,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863212.0601947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31624,28308,30636,30152,31084,5362,16137,-5008,-2307,0,-416,1709863212.1510792,0,18500,18494,18504,18479,18451,18453,18480,18485,16774,95,37,15,-4792,-14401,6890,0,0,0,1709863212.1649206,1,17609,17626,17639,17668,17695,17716,17746,17774,10401,256,128,102,2202,-16126,4371,0,0,0,1709863212.1649206,2,12691,12687,12691,12719,12717,12731,12723,12733,36156,86,34,10,-2313,16935,-1401,0,0,0,1709863212.1649206,3,,,,,,,,,,,,,,,,,0,0,1709863212.1649206,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863212.1649206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31468,30608,30540,30144,31084,4348,11521,-2773,-2322,0,-414,1709863212.2483637,0,18752,18770,18800,18779,18786,18837,18909,18939,19500,271,203,112,-5410,-14575,6386,0,0,0,1709863212.2633142,1,17812,17770,17730,17701,17643,17646,17674,17679,10583,288,62,107,1483,-15964,3415,0,0,0,1709863212.2633142,2,12646,12642,12617,12612,12607,12600,12617,12633,35438,84,19,15,-711,16052,-2114,0,0,0,1709863212.2633142,3,,,,,,,,,,,,,,,,,0,0,1709863212.2633142,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863212.2633142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31212,30596,30516,30144,30988,8594,12737,-3839,-2291,0,-391,1709863212.3479028,0,18775,18703,18418,18215,18267,18332,18400,18500,16538,975,390,61,-5345,-13096,6646,0,0,0,1709863212.3612618,1,17762,17762,17486,17161,17206,17699,18097,18114,10215,1778,642,163,1489,-15586,4220,0,0,0,1709863212.3612618,2,12332,12280,12323,12381,12356,12422,12496,12465,33519,339,194,21,555,15353,-2752,0,0,0,1709863212.3612618,3,,,,,,,,,,,,,,,,,0,0,1709863212.3612618,4,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709863212.3612618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
